0	 0.5159555
100	 0.50079008
200	 0.49992353
300	 0.49834182
400	 0.48500137
500	 0.41042625
600	 0.29326104
700	 0.06256376
800	 0.02393982
900	 0.01390613
1000	 0.00960013
1100	 0.00726045
1200	 0.00580661
1300	 0.00482179
1400	 0.00411338
1500	 0.0035808
1600	 0.00316661
1700	 0.00283577
1800	 0.00256573
1900	 0.00234134
